,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17
11191,5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8,M
11192,5,9,7,6,4,8,9,2,6,14,5,5,2,9,3,8,F
11193,7,8,10,7,8,6,4,4,6,5,4,7,5,3,7,6,Q
11194,3,5,4,6,3,8,6,6,4,9,6,9,3,9,4,8,Q
11195,4,9,5,8,5,6,8,4,6,7,6,9,3,9,9,10,L
11196,4,6,4,4,3,6,7,5,5,9,8,11,2,8,4,10,G
11197,5,6,6,5,5,5,8,3,5,7,6,10,3,10,8,7,C
11198,2,3,4,2,2,6,7,3,4,9,9,9,5,5,1,7,M
11199,4,8,6,6,8,9,9,4,4,8,7,5,4,9,8,6,D
11200,3,3,4,2,3,6,6,6,4,7,7,10,7,5,2,9,M
11201,5,10,8,8,10,7,6,6,4,7,5,8,9,6,10,10,H
11202,6,8,8,6,5,8,8,6,6,8,7,7,4,6,4,6,J
11203,3,6,4,5,4,9,7,4,6,6,6,9,2,8,7,10,L
11204,2,6,3,4,2,7,7,4,4,7,6,7,2,8,4,7,X
11205,7,10,7,8,5,6,8,6,6,10,8,9,3,7,6,9,G
11206,6,9,6,6,4,3,9,5,6,10,10,10,3,9,2,7,U
11207,5,8,6,6,4,7,8,2,9,11,7,8,1,9,6,7,Z
11208,2,5,3,4,2,7,4,1,7,8,2,9,0,7,2,8,L
11209,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,M
11210,3,9,4,7,4,6,7,10,7,7,7,6,3,8,3,8,D
11211,4,9,4,4,2,7,4,2,4,7,2,7,2,7,5,8,S
11212,5,6,6,8,2,7,7,5,4,7,6,8,3,8,4,8,X
11213,5,9,6,6,6,5,9,4,6,10,10,6,2,9,3,6,F
11214,4,9,4,4,2,7,4,4,4,8,2,8,3,7,5,8,S
11215,2,3,4,2,2,7,7,3,6,10,6,8,3,8,2,7,H
11216,4,8,5,6,2,7,7,4,15,9,6,8,0,8,8,8,Z
11217,8,13,7,7,3,6,10,5,3,13,5,4,4,10,4,8,P
11218,5,6,6,5,5,6,7,3,8,7,6,10,3,6,7,6,T
11219,1,3,2,2,1,10,2,2,1,9,2,9,1,6,2,8,A
11220,5,9,4,5,1,6,8,6,7,11,7,9,2,9,5,9,C
11221,3,3,4,4,2,8,9,5,9,5,6,6,0,8,9,7,S
11222,5,10,7,8,4,7,12,2,3,6,11,9,4,10,3,7,V
11223,5,8,5,6,3,4,13,5,5,12,9,4,2,12,1,5,T
11224,9,14,8,8,4,7,6,4,5,4,8,5,7,5,3,6,U
11225,2,1,2,2,1,6,8,7,7,8,7,13,1,8,4,10,C
11226,4,9,5,7,3,9,6,0,7,13,5,8,0,8,1,8,I
11227,0,3,1,2,1,7,7,1,6,7,6,8,0,8,2,8,I
11228,7,11,7,8,5,5,8,0,8,9,9,5,4,10,7,4,Y
11229,0,0,1,1,0,12,4,4,3,12,4,10,0,7,0,8,J
11230,9,14,9,8,6,9,7,4,5,13,4,4,5,9,7,8,P
11231,3,1,3,2,1,7,8,4,1,7,8,8,7,10,0,8,W
11232,5,7,5,5,4,4,10,3,2,9,8,7,6,11,2,6,W
11233,2,1,3,2,2,7,7,4,5,6,6,5,2,8,5,9,B
11234,6,12,5,6,4,9,8,4,4,12,4,4,4,11,5,7,P
11235,4,6,5,4,2,11,8,5,1,6,9,8,8,10,0,8,W
11236,5,10,8,8,10,8,8,4,5,6,6,8,9,5,8,10,U
11237,3,7,5,5,4,7,7,2,6,7,5,8,3,6,5,8,X
11238,5,9,5,4,4,8,7,3,4,9,4,8,5,8,6,8,R
11239,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,X
11240,5,8,6,7,6,7,4,5,4,7,4,9,5,4,7,6,Q
11241,8,15,6,8,5,9,5,5,3,9,6,9,5,9,8,8,G
11242,2,7,4,4,1,10,10,3,2,5,13,8,2,11,0,8,Y
11243,2,7,2,5,2,9,6,1,6,11,4,8,0,7,1,6,J
11244,5,13,5,7,4,11,2,4,2,11,4,11,5,3,4,10,A
11245,3,3,4,2,3,8,6,7,4,7,7,8,7,5,1,8,M
11246,6,9,8,7,7,8,8,7,3,6,6,11,6,8,9,8,E
11247,4,8,5,7,5,8,6,4,5,6,7,8,3,9,7,9,L
11248,6,11,8,8,8,6,8,8,4,7,5,7,3,7,7,10,H
11249,4,5,6,4,3,6,8,2,7,10,6,9,4,9,3,7,K
11250,3,3,4,2,1,4,13,3,2,10,11,7,2,11,1,8,V
11251,5,10,6,8,4,7,7,12,2,7,9,8,9,6,0,8,M
11252,3,11,5,8,6,9,6,3,4,8,5,5,5,8,5,5,I
11253,2,0,2,1,1,7,8,3,0,7,8,8,6,9,0,8,W
11254,5,8,7,6,8,8,6,5,3,8,5,8,4,9,10,9,S
11255,4,8,5,7,5,7,6,4,5,7,7,8,4,9,9,11,L
11256,2,1,3,1,0,8,11,3,1,6,12,8,1,11,0,8,Y
11257,5,10,4,5,3,5,8,7,3,10,7,8,5,9,5,7,O
11258,5,10,7,7,7,11,6,2,6,10,3,7,4,7,6,11,B
11259,5,5,6,4,3,5,8,5,8,10,8,9,3,9,3,5,U
11260,4,7,5,5,3,7,7,8,6,7,6,10,3,8,3,9,C
11261,4,10,5,7,4,7,7,8,5,6,4,7,3,9,4,9,O
11262,1,0,2,1,0,7,10,2,2,7,12,8,1,11,0,8,Y
11263,6,9,6,7,4,6,8,8,5,10,8,7,4,8,4,9,O
11264,6,9,6,4,3,10,7,2,8,9,4,7,4,10,4,9,X
11265,4,8,6,6,6,7,7,6,3,6,6,9,4,8,7,8,G
11266,6,9,8,7,6,8,8,4,1,7,9,8,8,10,0,8,W
11267,2,11,2,8,2,7,7,0,9,7,6,8,0,8,3,8,I
11268,3,3,4,4,1,1,0,6,6,0,1,5,0,8,0,8,L
11269,6,9,9,7,5,3,9,3,7,11,12,12,4,7,4,5,K
11270,5,9,7,6,5,7,12,7,2,11,5,3,2,12,4,8,P
11271,1,10,0,7,1,7,7,5,3,7,6,8,0,8,0,8,I
11272,2,4,4,2,2,11,2,3,2,10,2,10,2,6,2,9,A
11273,4,11,6,8,4,6,14,0,5,8,10,8,0,8,0,8,T
11274,2,8,3,6,2,7,7,0,7,12,6,8,0,8,1,8,I
11275,5,11,6,8,6,4,12,8,2,10,7,4,1,10,3,8,P
11276,4,9,5,11,6,8,7,8,4,5,6,9,3,8,6,10,Q
11277,5,9,7,8,6,7,7,4,5,7,7,8,3,8,8,9,L
11278,7,9,7,5,3,6,10,4,3,8,8,5,5,12,3,9,V
11279,5,6,7,4,3,5,9,3,5,11,9,9,5,8,1,7,N
11280,4,9,6,7,9,9,6,4,4,6,7,7,9,8,5,7,U
11281,2,3,2,2,1,6,7,5,4,9,7,9,2,9,4,9,G
11282,3,3,4,2,3,9,6,6,4,6,7,6,7,6,2,6,M
11283,3,6,5,4,2,6,8,4,1,7,8,8,8,9,0,8,W
11284,5,11,4,6,3,7,7,4,3,9,6,7,3,10,8,7,G
11285,3,2,3,4,1,3,7,7,2,7,7,11,3,8,3,10,K
11286,3,2,4,3,2,7,8,5,4,7,6,7,5,9,2,6,N
11287,5,7,7,5,4,8,7,2,7,10,3,8,4,9,4,9,K
11288,6,10,8,8,6,7,9,5,8,5,4,10,5,4,7,9,R
11289,1,6,0,8,0,7,7,4,4,7,6,8,0,8,0,8,I
11290,3,7,5,5,4,9,7,4,5,10,4,7,3,7,4,11,R
11291,4,7,5,5,4,6,10,6,5,10,8,3,1,10,4,6,P
11292,3,6,4,4,2,7,7,14,2,5,6,8,6,8,0,8,N
11293,4,9,5,6,3,8,7,4,9,6,6,6,3,8,6,7,X
11294,7,10,10,7,9,9,7,3,6,10,4,7,3,8,3,9,H
11295,9,10,9,8,5,5,7,6,9,9,8,9,5,11,5,2,U
11296,2,2,4,4,2,11,6,2,7,12,3,7,0,7,1,8,J
11297,4,9,4,7,3,7,7,4,4,7,6,8,3,8,4,8,X
11298,4,9,6,7,4,6,8,4,2,7,8,8,8,10,0,8,W
11299,3,7,3,5,1,3,7,7,3,7,6,11,4,8,2,11,K
11300,3,7,4,4,1,4,8,7,2,7,5,11,3,8,3,10,K
11301,4,11,5,8,3,6,11,10,4,7,3,9,3,7,5,11,R
11302,4,8,5,6,5,7,7,6,4,6,5,6,3,8,6,6,B
11303,5,7,7,5,4,7,9,2,4,10,5,6,5,9,1,7,N
11304,3,6,4,4,4,8,8,6,6,7,6,6,2,8,6,9,B
11305,6,10,8,7,5,6,11,3,2,8,11,8,3,10,4,8,V
11306,7,12,6,7,5,6,8,5,5,9,5,10,7,5,7,11,R
11307,3,8,3,5,2,3,14,7,2,12,7,3,0,10,3,8,P
11308,4,5,4,8,4,6,9,10,7,7,5,7,2,8,9,10,B
11309,6,8,6,6,3,5,12,3,8,12,9,4,1,11,2,4,T
11310,3,5,5,4,3,9,7,2,6,11,4,7,4,6,5,9,B
11311,6,10,6,5,3,10,4,4,7,10,4,9,3,8,6,13,Q
11312,2,1,2,2,1,8,6,7,4,6,6,8,3,8,3,8,Q
11313,1,0,1,0,0,8,7,4,6,5,6,8,0,8,7,8,S
11314,4,8,6,6,6,7,7,4,7,7,6,8,5,7,5,6,T
11315,3,8,4,6,3,4,10,3,6,10,10,6,1,10,3,6,F
11316,1,3,3,2,1,7,10,1,6,7,11,8,1,11,1,8,Y
11317,7,11,10,8,7,7,11,2,3,6,9,8,12,11,2,7,W
11318,4,10,5,7,3,7,7,8,7,6,6,8,2,7,6,11,G
11319,2,3,3,2,2,8,7,5,4,6,7,8,5,6,1,7,M
11320,6,8,8,6,7,8,6,6,2,7,7,8,6,8,4,7,W
11321,2,6,3,4,2,6,9,9,4,7,5,8,2,7,5,11,R
11322,5,7,6,5,4,7,8,7,5,8,6,5,4,9,3,7,D
11323,8,10,11,8,6,8,6,2,8,10,4,9,4,7,5,9,K
11324,1,3,3,1,1,9,7,2,5,10,4,7,1,8,2,9,B
11325,3,7,4,5,3,7,8,8,4,7,6,8,3,8,3,8,O
11326,3,4,4,2,2,5,7,4,7,7,6,11,3,8,4,9,K
11327,2,1,2,2,1,8,6,6,6,6,5,10,1,7,5,10,G
11328,4,11,5,8,2,7,7,4,4,7,6,8,3,8,4,8,X
11329,3,7,4,5,2,7,7,7,10,10,6,13,1,10,4,9,C
11330,3,6,4,4,3,5,7,6,5,9,7,11,2,8,4,10,G
11331,2,1,3,2,2,7,7,7,5,7,5,8,2,8,3,8,O
11332,9,14,6,8,3,11,4,5,5,12,3,8,3,7,5,10,I
11333,2,3,3,2,1,7,10,4,3,12,5,3,1,10,2,8,P
11334,2,3,3,2,1,7,7,7,5,7,6,8,2,8,3,7,O
11335,6,8,9,11,11,8,11,3,4,6,8,9,5,13,11,8,Y
11336,5,9,7,7,5,6,9,6,8,10,10,5,2,9,4,5,F
11337,5,7,6,5,4,5,7,5,6,9,8,9,2,9,5,9,G
11338,3,3,5,2,2,6,8,2,6,10,6,9,3,9,3,7,K
11339,2,2,3,3,2,8,7,6,2,5,6,9,2,9,4,9,Q
11340,13,15,10,8,6,8,7,5,6,10,3,8,7,6,6,11,R
11341,5,10,6,8,7,9,7,3,5,7,6,8,7,8,6,9,B
11342,4,11,5,8,4,6,6,9,7,6,6,6,3,8,10,11,B
11343,4,7,4,5,2,4,11,3,3,9,11,7,2,10,1,8,V
11344,5,11,8,8,4,8,2,2,3,6,2,7,5,7,6,8,A
11345,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
11346,6,5,7,4,4,6,10,4,3,8,7,7,9,11,3,5,W
11347,5,9,8,7,4,10,6,3,5,10,2,5,6,9,1,7,N
11348,5,10,7,8,7,8,6,5,5,6,8,7,8,6,2,7,M
11349,2,0,2,1,1,8,7,7,6,7,6,8,2,8,3,8,O
11350,5,9,8,7,4,8,7,1,8,10,5,8,3,8,4,8,X
11351,2,2,3,3,2,7,7,8,4,7,7,8,2,8,3,8,O
11352,3,7,4,5,3,4,12,4,5,11,9,3,0,10,4,7,P
11353,5,6,5,4,4,2,11,2,3,10,10,8,5,11,1,7,W
11354,4,9,5,6,3,6,7,7,7,10,8,9,2,9,4,9,G
11355,1,1,2,2,1,7,7,5,8,6,6,8,2,8,6,8,Z
11356,4,8,5,6,3,6,9,7,5,10,8,7,3,8,3,8,O
11357,3,8,4,6,2,8,7,5,8,5,6,6,0,8,8,8,S
11358,3,7,4,5,2,5,8,7,7,8,8,14,1,9,4,10,C
11359,3,4,5,2,3,9,6,3,4,9,4,6,8,6,2,8,M
11360,4,9,5,7,4,5,7,5,4,9,9,9,2,7,5,9,G
11361,7,13,7,7,4,8,5,4,4,6,7,7,5,7,3,7,U
11362,5,9,6,8,5,8,7,7,5,6,8,8,3,8,5,10,Q
11363,5,8,6,6,4,7,6,7,8,7,5,11,3,11,5,8,G
11364,3,8,5,6,4,6,11,2,7,8,11,8,2,12,1,7,T
11365,3,6,3,4,2,3,8,6,10,7,5,14,0,8,7,8,E
11366,5,9,6,6,3,6,13,9,3,7,2,9,3,7,5,10,R
11367,2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8,W
11368,7,10,6,5,3,8,6,3,5,9,8,6,4,10,4,5,Y
11369,5,10,7,7,8,8,7,5,2,8,7,8,5,10,5,8,V
11370,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8,X
11371,6,7,8,9,8,9,8,6,5,9,3,6,3,5,8,7,Z
11372,3,4,3,6,2,7,5,13,5,7,13,8,3,9,0,8,U
11373,4,10,6,8,8,8,7,6,6,6,6,6,3,9,6,10,B
11374,7,10,8,8,8,6,6,3,5,8,6,12,6,9,5,10,C
11375,6,13,6,7,3,7,6,5,4,9,5,5,4,8,5,7,G
11376,4,9,4,4,3,8,6,4,2,9,6,8,3,9,7,7,G
11377,2,3,2,2,2,6,7,4,4,6,5,7,2,7,4,9,R
11378,1,0,2,0,0,7,9,3,1,7,13,8,1,11,0,8,Y
11379,6,10,7,7,4,10,5,4,8,11,4,8,2,9,5,10,S
11380,7,11,10,9,5,7,7,1,9,10,6,8,3,8,4,7,X
11381,1,0,1,0,0,7,7,2,9,8,6,8,0,8,6,8,Z
11382,7,12,6,7,3,9,7,5,4,12,3,6,5,9,4,8,P
11383,3,5,6,4,4,5,6,3,4,10,10,10,6,5,2,7,M
11384,6,8,7,6,4,9,6,4,8,11,4,8,2,8,5,11,S
11385,7,10,10,8,8,6,8,3,6,10,8,8,4,9,4,7,H
11386,6,11,8,9,8,10,7,5,4,7,5,7,4,8,10,5,Z
11387,8,13,5,7,3,6,10,6,9,11,8,10,2,8,5,9,C
11388,9,9,9,7,8,4,11,2,2,9,8,7,7,12,2,6,W
11389,2,1,3,3,3,7,6,7,3,7,7,10,6,5,1,9,M
11390,3,7,4,5,2,5,8,7,7,9,8,13,1,10,4,10,C
11391,5,9,8,6,5,9,7,5,8,10,4,5,3,8,3,8,D
11392,3,6,5,4,1,6,8,6,10,7,7,12,1,7,4,9,C
11393,4,6,6,4,4,7,6,7,5,5,5,5,3,8,3,8,D
11394,3,6,5,4,3,9,8,3,6,9,3,8,3,6,4,10,R
11395,3,2,4,3,2,7,7,5,9,6,6,8,1,8,7,8,Z
11396,5,11,7,8,8,7,6,7,3,7,6,10,5,8,8,8,G
11397,3,8,5,6,7,8,9,5,3,7,7,7,9,8,9,8,H
11398,6,9,6,4,3,3,9,2,2,9,11,8,7,11,0,7,W
11399,4,11,5,8,2,7,15,1,6,8,11,8,0,8,0,8,T
11400,8,13,6,8,4,10,6,6,4,10,2,9,7,5,6,10,R
11401,1,6,2,4,1,14,2,5,5,13,1,9,0,7,0,8,J
11402,5,10,7,7,8,8,9,6,2,6,7,9,11,13,5,9,O
11403,6,11,8,8,12,8,7,4,4,6,7,8,8,8,6,7,U
11404,3,5,4,4,2,8,6,3,7,11,5,9,1,9,5,9,S
11405,5,9,8,7,9,7,10,4,4,5,6,9,8,8,7,8,K
11406,3,5,4,3,3,7,8,5,4,7,7,7,5,9,2,6,N
11407,6,10,8,8,8,7,8,8,4,6,5,9,3,7,8,5,A
11408,4,7,5,5,2,4,8,9,1,7,6,11,3,8,2,11,K
11409,3,5,4,4,3,6,7,5,4,9,8,9,3,7,5,10,G
11410,1,3,2,2,1,8,7,5,5,9,5,6,2,8,3,8,D
11411,1,0,2,0,0,8,8,3,0,7,8,8,4,10,0,8,W
11412,5,10,4,8,3,10,6,2,4,12,5,7,2,10,5,11,J
11413,3,5,5,3,2,7,8,2,4,10,6,6,5,8,0,7,N
11414,5,11,5,6,4,8,8,2,4,10,5,6,4,9,7,7,F
11415,4,9,3,4,2,7,10,4,4,8,8,8,3,9,8,11,C
11416,5,9,7,7,8,10,7,1,5,9,4,5,4,10,5,8,F
11417,3,4,3,6,2,3,7,6,10,7,6,14,0,8,7,8,E
11418,5,9,7,7,6,9,6,2,7,11,4,9,3,8,5,11,E
11419,3,6,4,4,3,7,5,10,1,7,8,8,7,5,0,9,M
11420,10,11,10,8,4,3,9,6,9,12,12,9,3,9,1,7,U
11421,6,10,7,8,5,3,7,4,7,10,8,15,4,9,5,6,C
11422,5,11,6,8,7,7,8,5,4,8,6,8,9,10,7,12,F
11423,5,10,7,7,6,7,8,4,7,4,7,9,6,10,1,8,U
11424,5,8,7,6,4,10,6,2,8,11,4,8,3,8,5,11,E
11425,4,10,5,8,2,5,7,7,10,7,5,13,1,9,4,8,C
11426,5,11,5,8,4,6,8,10,7,7,5,7,3,8,9,10,B
11427,1,0,2,1,0,8,7,6,5,6,5,9,1,7,5,10,G
11428,5,9,5,6,2,5,9,9,2,7,3,11,4,8,2,11,K
11429,4,9,7,7,6,7,8,4,1,7,9,8,7,11,0,8,W
11430,3,6,4,4,3,8,8,5,8,5,6,6,0,7,8,7,S
11431,2,1,2,1,1,8,8,4,0,7,8,8,6,10,0,8,W
11432,6,6,5,9,3,7,11,1,3,9,10,5,4,10,6,8,Y
11433,3,9,4,7,3,8,7,5,8,5,6,7,0,8,8,8,S
11434,3,6,4,6,4,8,7,4,3,6,6,8,4,8,1,7,U
11435,5,9,8,8,7,8,6,2,3,8,3,8,6,5,8,12,K
11436,3,8,5,6,1,8,8,4,3,6,14,8,3,10,0,8,V
11437,2,7,4,5,2,7,9,3,1,8,12,8,2,11,0,8,V
11438,4,6,5,4,2,8,7,12,1,6,9,8,8,6,0,8,M
11439,4,7,5,5,3,5,8,6,6,9,8,9,2,7,4,9,G
11440,3,6,5,5,4,7,7,4,4,6,6,8,4,8,1,7,U
11441,4,7,5,9,5,9,7,8,3,5,7,10,3,8,6,10,Q
11442,5,9,4,4,2,9,7,5,4,9,4,8,4,9,5,9,O
11443,4,5,5,4,4,7,7,2,4,7,6,8,2,9,7,7,X
11444,3,4,4,3,2,7,7,3,9,6,6,9,2,8,5,8,X
11445,5,4,5,6,2,4,13,8,1,10,6,3,1,10,4,8,P
11446,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8,X
11447,2,11,3,8,4,8,7,0,7,7,6,8,0,8,3,7,I
11448,3,7,5,6,4,7,8,2,4,7,8,9,5,8,3,6,A
11449,5,6,5,4,4,4,10,3,2,9,9,7,6,11,2,6,W
11450,5,8,5,6,3,3,8,5,7,10,10,10,3,9,2,6,U
11451,4,5,5,3,2,4,12,4,4,11,11,7,2,10,1,8,V
11452,6,10,9,8,7,10,6,2,7,11,4,7,5,6,4,10,D
11453,4,2,5,4,3,9,12,3,7,5,11,9,2,11,1,8,T
11454,4,8,4,6,4,5,7,9,7,5,4,6,2,8,3,8,D
11455,3,8,4,6,2,5,7,10,8,7,6,5,3,8,4,8,D
11456,4,6,4,4,3,5,7,9,7,7,6,6,2,8,3,8,D
11457,7,8,7,6,3,3,10,6,8,13,12,8,3,9,1,7,U
11458,7,11,9,8,6,10,5,2,7,7,7,4,0,9,4,7,I
11459,9,15,7,8,4,6,9,4,5,4,5,11,6,11,2,7,N
11460,6,11,6,6,3,7,7,4,4,7,7,6,6,12,2,8,V
11461,4,5,6,4,2,4,12,3,3,10,11,7,3,10,1,7,V
11462,5,10,4,6,2,7,3,4,4,8,2,7,3,7,5,8,S
11463,2,2,3,3,2,8,8,6,2,5,7,9,2,9,5,10,Q
11464,4,8,5,6,3,3,8,5,7,10,10,13,1,8,3,7,C
11465,3,8,5,6,4,7,5,5,4,7,6,9,3,9,6,11,P
11466,2,7,3,5,2,6,8,5,10,6,7,9,1,9,8,8,Z
11467,2,4,4,3,2,6,10,1,7,8,11,8,1,11,2,8,Y
11468,9,13,9,7,4,6,7,3,7,9,9,10,6,10,3,6,K
11469,4,5,5,7,7,9,8,6,3,7,7,7,6,10,6,4,Y
11470,7,11,9,8,6,8,4,4,6,8,6,7,5,6,5,7,J
11471,5,11,7,9,8,8,7,5,4,7,5,7,4,8,6,8,B
11472,3,2,4,3,2,7,6,7,5,7,5,7,2,8,3,7,O
11473,5,7,7,6,6,6,7,3,4,6,4,9,5,5,9,7,K
11474,2,3,4,2,2,7,8,2,6,10,6,8,3,8,2,8,K
11475,4,10,6,8,2,7,8,4,3,7,14,8,3,9,0,8,V
11476,4,6,5,4,4,7,9,3,6,8,8,4,1,10,4,7,P
11477,6,11,9,8,6,8,8,5,6,8,5,7,4,8,6,12,R
11478,4,7,5,5,4,6,9,6,5,9,7,4,2,10,4,7,P
11479,4,7,6,5,3,6,9,3,9,12,9,7,1,9,6,5,Z
11480,4,10,3,5,2,8,7,5,4,11,5,10,3,8,7,11,E
11481,7,9,7,10,7,7,9,5,3,7,10,11,3,8,7,7,Q
11482,2,5,3,6,4,9,10,6,3,3,8,11,2,9,5,10,Q
11483,2,7,3,4,1,7,7,4,4,7,6,8,3,8,4,8,X
11484,7,9,7,7,4,4,8,6,8,10,10,9,3,9,2,5,U
11485,5,8,8,6,4,4,10,4,4,10,11,9,6,8,1,7,N
11486,5,5,6,5,5,6,8,4,8,8,7,9,3,8,7,5,T
11487,3,6,4,4,3,8,8,5,7,6,6,7,0,8,8,8,S
11488,5,7,6,5,6,6,8,4,5,6,7,9,6,8,5,8,T
11489,9,14,7,8,5,9,5,5,3,9,6,8,4,9,8,8,G
11490,5,10,5,8,4,5,7,6,6,10,8,10,2,8,5,9,G
11491,2,8,3,6,1,7,7,0,8,14,6,8,0,8,1,7,I
11492,2,4,3,3,1,5,9,5,6,12,9,10,1,10,2,7,C
11493,5,7,6,5,5,10,6,3,6,11,4,7,3,8,3,9,D
11494,3,7,4,5,2,8,7,1,6,14,4,7,0,7,0,7,J
11495,3,8,3,6,1,0,1,5,6,0,0,7,0,8,0,8,L
11496,7,13,6,7,5,8,6,3,5,8,5,9,6,9,6,7,R
11497,2,3,3,2,1,4,12,3,2,10,11,7,2,11,0,8,V
11498,11,12,11,7,6,6,9,5,4,4,4,11,11,14,3,8,M
11499,3,10,5,7,1,7,15,1,6,7,11,8,0,8,0,8,T
11500,6,10,8,7,5,4,8,7,8,9,11,11,3,9,1,8,U
11501,4,6,7,4,6,12,3,3,1,10,4,9,8,6,2,8,M
11502,3,10,4,8,4,8,6,2,4,11,5,10,1,6,2,6,J
11503,4,5,5,4,3,8,7,8,5,7,6,8,2,8,3,8,O
11504,5,7,5,5,3,6,8,1,7,8,9,5,2,12,4,4,Y
11505,6,9,5,4,4,9,7,3,5,10,5,7,6,6,7,9,B
11506,3,4,4,3,1,6,11,2,8,11,9,5,1,10,2,5,T
11507,6,7,6,9,6,8,7,6,3,9,8,10,3,8,6,8,Q
11508,7,8,9,7,6,5,7,6,6,8,5,6,3,7,5,7,O
11509,8,13,6,8,5,7,7,4,4,10,6,9,3,9,8,11,E
11510,3,8,5,6,3,7,7,0,7,13,6,8,0,8,1,8,I
11511,3,9,4,6,2,7,7,4,13,10,6,8,0,8,8,8,Z
11512,2,0,2,1,1,7,7,6,6,7,6,8,2,8,3,8,O
11513,2,8,4,6,1,9,8,4,2,6,13,8,3,10,0,8,V
11514,9,14,9,8,7,5,8,2,6,8,4,10,7,5,7,5,R
11515,5,11,6,9,4,8,7,12,2,6,9,8,9,6,0,8,M
11516,5,9,7,6,4,9,7,3,5,10,4,6,5,9,1,7,N
11517,6,11,6,6,3,6,9,3,5,13,8,7,2,9,3,7,S
11518,2,1,3,2,2,8,7,6,4,7,7,8,2,9,9,8,S
11519,4,5,5,4,4,7,7,7,7,7,6,5,2,8,3,7,D
11520,4,6,5,4,3,6,9,3,7,10,7,7,2,7,4,5,S
11521,6,9,8,8,10,8,7,4,3,7,6,7,10,8,6,5,M
11522,0,0,1,0,0,12,4,4,3,11,4,11,0,7,0,8,J
11523,4,8,6,6,4,7,8,7,6,10,6,5,3,8,4,8,D
11524,4,6,4,4,2,5,12,3,6,11,9,4,2,11,2,5,T
11525,6,11,6,8,7,5,10,8,3,7,4,8,2,7,5,11,R
11526,3,4,5,3,2,8,7,1,8,11,5,8,2,8,4,10,E
11527,9,13,6,7,4,5,6,7,4,9,7,9,5,9,5,8,O
11528,4,9,5,7,6,5,7,4,5,7,6,9,6,10,5,7,C
11529,2,1,3,2,2,7,7,5,5,6,6,9,2,9,4,9,G
11530,4,9,4,4,2,5,11,2,6,11,8,5,2,8,3,5,T
11531,3,9,6,7,4,11,3,1,2,8,3,9,4,5,3,8,A
11532,6,9,5,7,3,8,9,2,3,13,4,5,2,9,7,8,J
11533,9,11,7,6,4,10,4,5,6,11,3,9,5,7,6,11,B
11534,2,1,3,1,1,7,11,3,5,7,10,8,2,11,1,8,T
11535,5,6,5,4,4,5,11,3,2,9,8,7,6,12,2,7,W
11536,9,15,8,8,6,8,6,3,7,10,5,7,6,8,8,5,D
11537,4,8,4,6,2,3,6,6,11,7,7,14,0,8,7,7,E
11538,3,3,4,2,1,3,12,4,3,11,11,7,2,11,1,8,V
11539,10,13,11,8,7,9,6,4,5,11,3,7,6,7,5,7,H
11540,9,13,7,7,4,9,10,5,5,6,10,6,5,12,3,6,V
11541,9,13,10,8,6,11,11,7,3,4,7,9,9,13,3,6,M
11542,2,2,3,3,2,7,7,6,6,7,6,5,2,8,3,7,D
11543,5,9,6,6,3,5,8,8,9,9,8,12,2,10,4,9,C
11544,5,10,5,8,6,6,8,9,7,6,5,6,2,8,3,7,D
11545,9,13,7,7,4,9,5,5,6,9,4,9,6,6,7,11,R
11546,3,4,4,2,2,5,8,5,7,10,8,9,3,9,2,6,U
11547,7,9,7,7,5,5,7,6,6,10,8,11,2,9,4,10,G
11548,2,3,2,2,1,5,10,4,5,10,9,6,1,10,3,7,F
11549,5,8,8,7,7,9,6,2,4,9,3,8,4,6,7,11,K
11550,8,10,8,5,3,6,10,2,2,8,10,7,8,12,1,7,W
11551,5,8,7,6,9,8,8,5,3,7,7,7,6,10,9,9,B
11552,5,9,7,8,8,8,7,5,6,7,6,8,6,8,10,13,S
11553,6,11,5,6,3,8,7,5,3,12,3,6,5,9,4,8,P
11554,2,5,4,4,1,9,7,2,7,14,4,8,0,7,0,7,J
11555,2,1,2,1,0,2,1,6,5,0,2,5,0,8,0,8,L
11556,5,10,5,5,3,5,8,3,6,9,8,9,5,7,3,8,K
11557,5,8,7,6,4,5,8,2,7,10,9,10,3,8,3,7,K
11558,4,9,6,7,4,7,8,3,7,10,5,7,2,7,4,8,S
11559,3,6,4,4,2,5,3,1,8,8,2,10,0,7,2,7,L
11560,7,9,7,7,6,2,11,2,3,10,10,8,6,11,2,7,W
11561,7,15,6,8,5,11,4,4,6,10,5,7,3,9,7,12,Q
11562,4,9,6,8,7,6,9,5,5,7,7,11,6,10,9,10,E
11563,3,8,5,6,3,7,9,2,9,11,7,7,1,9,6,6,Z
11564,3,7,5,5,5,5,7,4,7,6,5,10,3,8,4,9,K
11565,3,3,5,2,2,7,6,2,7,10,6,10,4,7,3,8,K
