,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
23697,None,291.24,0,0,90,Drizzle,drizzle,18,6,4252,5/27/2016 18:00
23698,None,291.38,0,0,90,Drizzle,heavy intensity drizzle,18,6,4252,5/27/2016 18:00
23699,None,291.38,0,0,90,Rain,light rain,18,6,4252,5/27/2016 18:00
23700,None,291.45,0.25,0,75,Rain,light rain,19,6,3481,5/27/2016 19:00
23701,None,291.04,0,0,40,Clouds,scattered clouds,20,6,2777,5/27/2016 20:00
23702,None,290.26,0,0,75,Clouds,broken clouds,21,6,2901,5/27/2016 21:00
23703,None,289.96,0,0,75,Mist,mist,22,6,2686,5/27/2016 22:00
23704,None,289.65,0,0,90,Mist,mist,23,6,1875,5/27/2016 23:00
23705,None,289.46,0,0,90,Mist,mist,0,7,1452,5/28/2016 0:00
23706,None,289.27,0,0,90,Mist,mist,1,7,970,5/28/2016 1:00
23707,None,289.27,0,0,90,Rain,light rain,1,7,970,5/28/2016 1:00
23708,None,289.19,0,0,40,Mist,mist,2,7,910,5/28/2016 2:00
23709,None,289.19,0,0,40,Rain,moderate rain,2,7,910,5/28/2016 2:00
23710,None,288.85,0,0,40,Mist,mist,3,7,644,5/28/2016 3:00
23711,None,288.85,0,0,40,Fog,fog,3,7,644,5/28/2016 3:00
23712,None,288.69,0,0,90,Mist,mist,4,7,692,5/28/2016 4:00
23713,None,288.65,0,0,90,Mist,mist,5,7,1106,5/28/2016 5:00
23714,None,288.65,0,0,90,Fog,fog,5,7,1106,5/28/2016 5:00
23715,None,288.65,0,0,90,Rain,light rain,5,7,1106,5/28/2016 5:00
23716,None,288.56,0,0,90,Mist,mist,6,7,1498,5/28/2016 6:00
23717,None,288.56,0,0,90,Fog,fog,6,7,1498,5/28/2016 6:00
23718,None,288.56,0,0,90,Rain,light rain,6,7,1498,5/28/2016 6:00
23719,None,288.62,0,0,90,Mist,mist,7,7,1994,5/28/2016 7:00
23720,None,288.62,0,0,90,Fog,fog,7,7,1994,5/28/2016 7:00
23721,None,288.95,0,0,90,Mist,mist,8,7,1941,5/28/2016 8:00
23722,None,289.22,0,0,90,Mist,mist,10,7,3587,5/28/2016 10:00
23723,None,289.3,0,0,90,Mist,mist,10,7,3587,5/28/2016 10:00
23724,None,289.97,0,0,90,Clouds,overcast clouds,11,7,4048,5/28/2016 11:00
23725,None,290.76,0,0,90,Rain,light rain,12,7,4213,5/28/2016 12:00
23726,None,290.96,0.51,0,90,Rain,moderate rain,14,7,4274,5/28/2016 14:00
23727,None,290.96,0.51,0,90,Mist,mist,14,7,4274,5/28/2016 14:00
23728,None,290.93,0.76,0,90,Rain,moderate rain,14,7,4274,5/28/2016 14:00
23729,None,290.93,0.76,0,90,Mist,mist,14,7,4274,5/28/2016 14:00
23730,None,291.03,1.27,0,75,Rain,heavy intensity rain,15,7,4143,5/28/2016 15:00
23731,None,291.03,1.27,0,75,Mist,mist,15,7,4143,5/28/2016 15:00
23732,None,291.03,1.27,0,75,Thunderstorm,proximity thunderstorm,15,7,4143,5/28/2016 15:00
23733,None,291.03,1.27,0,75,Drizzle,light intensity drizzle,15,7,4143,5/28/2016 15:00
23734,None,290.83,0.51,0,90,Rain,moderate rain,16,7,3941,5/28/2016 16:00
23735,None,290.83,0.51,0,90,Mist,mist,16,7,3941,5/28/2016 16:00
23736,None,290.83,0.51,0,90,Thunderstorm,proximity thunderstorm,16,7,3941,5/28/2016 16:00
23737,None,290.83,0.51,0,90,Drizzle,light intensity drizzle,16,7,3941,5/28/2016 16:00
23738,None,291.44,0,0,90,Rain,light rain,18,7,3556,5/28/2016 18:00
23739,None,291.44,0,0,90,Mist,mist,18,7,3556,5/28/2016 18:00
23740,None,291.47,0,0,75,Rain,light rain,18,7,3556,5/28/2016 18:00
23741,None,291.12,0,0,90,Rain,light rain,19,7,3010,5/28/2016 19:00
23742,None,291.12,0,0,90,Mist,mist,19,7,3010,5/28/2016 19:00
23743,None,290.77,0,0,90,Rain,light rain,20,7,2598,5/28/2016 20:00
23744,None,290.77,0,0,90,Mist,mist,20,7,2598,5/28/2016 20:00
23745,None,290.54,0,0,90,Clouds,overcast clouds,21,7,2582,5/28/2016 21:00
23746,None,290.1,0,0,1,Mist,mist,22,7,2668,5/28/2016 22:00
23747,None,290.1,0,0,1,Rain,light rain,22,7,2668,5/28/2016 22:00
23748,None,289.79,0,0,90,Mist,mist,23,7,2134,5/28/2016 23:00
23749,None,289.79,0,0,90,Rain,light rain,23,7,2134,5/28/2016 23:00
23750,None,289.7,0,0,90,Mist,mist,0,1,1452,5/29/2016 0:00
23751,None,289.69,0,0,90,Mist,mist,1,1,1065,5/29/2016 1:00
23752,None,289.55,0,0,90,Mist,mist,2,1,859,5/29/2016 2:00
23753,None,289.37,1.2,0,75,Rain,moderate rain,3,1,398,5/29/2016 3:00
23754,None,289.37,1.2,0,75,Mist,mist,3,1,398,5/29/2016 3:00
23755,None,289.37,1.2,0,75,Drizzle,light intensity drizzle,3,1,398,5/29/2016 3:00
23756,None,289.16,0.25,0,90,Rain,light rain,4,1,379,5/29/2016 4:00
23757,None,289.16,0.25,0,90,Mist,mist,4,1,379,5/29/2016 4:00
23758,None,289.35,0,0,90,Rain,light rain,5,1,557,5/29/2016 5:00
23759,None,289.35,0,0,90,Mist,mist,5,1,557,5/29/2016 5:00
23760,None,289.36,0,0,75,Mist,mist,6,1,966,5/29/2016 6:00
23761,None,289.36,0,0,75,Drizzle,light intensity drizzle,6,1,966,5/29/2016 6:00
23762,None,289.36,0,0,75,Rain,moderate rain,6,1,966,5/29/2016 6:00
23763,None,289.69,0,0,90,Rain,light rain,7,1,1372,5/29/2016 7:00
23764,None,290.04,0,0,90,Rain,heavy intensity rain,8,1,1711,5/29/2016 8:00
23765,None,292.16,0,0,75,Clouds,broken clouds,10,1,3307,5/29/2016 10:00
23766,None,292.05,0,0,75,Clouds,broken clouds,10,1,3307,5/29/2016 10:00
23767,None,293.72,0,0,75,Clouds,broken clouds,11,1,3854,5/29/2016 11:00
23768,None,295.01,0,0,75,Clouds,broken clouds,12,1,3997,5/29/2016 12:00
23769,None,296.04,0,0,40,Rain,light rain,14,1,3835,5/29/2016 14:00
23770,None,296.61,0,0,75,Clouds,broken clouds,14,1,3835,5/29/2016 14:00
23771,None,296.91,0,0,75,Clouds,broken clouds,15,1,3769,5/29/2016 15:00
23772,None,297.41,0,0,40,Clouds,scattered clouds,16,1,3530,5/29/2016 16:00
23773,None,297.85,0,0,40,Clouds,scattered clouds,17,1,3572,5/29/2016 17:00
23774,None,297.4,0,0,40,Clouds,scattered clouds,18,1,3250,5/29/2016 18:00
23775,None,296.3,0,0,40,Thunderstorm,proximity thunderstorm,19,1,3064,5/29/2016 19:00
23776,None,296.3,0,0,40,Rain,proximity shower rain,19,1,3064,5/29/2016 19:00
23777,None,294.98,0,0,40,Rain,light rain,20,1,3012,5/29/2016 20:00
23778,None,292.8,0,0,20,Clouds,few clouds,21,1,2786,5/29/2016 21:00
23779,None,290.29,0,0,1,Clear,sky is clear,22,1,2548,5/29/2016 22:00
23780,None,289.37,0,0,1,Mist,mist,23,1,1782,5/29/2016 23:00
23781,Memorial Day,288.38,0,0,1,Mist,mist,0,2,1082,5/30/2016 0:00
23782,None,287.57,0,0,1,Mist,mist,1,2,607,5/30/2016 1:00
23783,None,287.57,0,0,1,Fog,fog,1,2,607,5/30/2016 1:00
23784,None,287.03,0,0,1,Mist,mist,2,2,543,5/30/2016 2:00
23785,None,287.03,0,0,1,Fog,fog,2,2,543,5/30/2016 2:00
23786,None,286.21,0,0,1,Mist,mist,3,2,309,5/30/2016 3:00
23787,None,286.21,0,0,1,Fog,fog,3,2,309,5/30/2016 3:00
23788,None,285.51,0,0,1,Mist,mist,4,2,293,5/30/2016 4:00
23789,None,285.51,0,0,1,Fog,fog,4,2,293,5/30/2016 4:00
23790,None,285.91,0,0,1,Mist,mist,5,2,488,5/30/2016 5:00
23791,None,285.91,0,0,1,Fog,fog,5,2,488,5/30/2016 5:00
23792,None,285.59,0,0,20,Mist,mist,6,2,895,5/30/2016 6:00
23793,None,285.59,0,0,20,Fog,fog,6,2,895,5/30/2016 6:00
23794,None,287.66,0.25,0,1,Rain,light rain,7,2,1036,5/30/2016 7:00
23795,None,287.66,0.25,0,1,Fog,fog,7,2,1036,5/30/2016 7:00
23796,None,287.66,0.25,0,1,Mist,mist,7,2,1036,5/30/2016 7:00
23797,None,290.2,0,0,75,Mist,mist,8,2,1258,5/30/2016 8:00
23798,None,295.46,0,0,75,Clouds,broken clouds,10,2,2614,5/30/2016 10:00
23799,None,295.51,0,0,75,Clouds,broken clouds,10,2,2614,5/30/2016 10:00
23800,None,297.56,0,0,75,Clouds,broken clouds,11,2,3230,5/30/2016 11:00
23801,None,298.85,0,0,40,Clouds,scattered clouds,12,2,3551,5/30/2016 12:00
23802,None,300.28,0,0,40,Clouds,scattered clouds,14,2,3997,5/30/2016 14:00
23803,None,300.32,0,0,40,Clouds,scattered clouds,14,2,3997,5/30/2016 14:00
23804,None,300.87,0,0,40,Clouds,scattered clouds,15,2,4001,5/30/2016 15:00
23805,None,301.18,0,0,40,Clouds,scattered clouds,16,2,3924,5/30/2016 16:00
23806,None,300.59,0,0,1,Clear,sky is clear,18,2,3770,5/30/2016 18:00
23807,None,300.41,0,0,1,Clear,sky is clear,18,2,3770,5/30/2016 18:00
23808,None,299.33,0,0,75,Clouds,broken clouds,19,2,3610,5/30/2016 19:00
23809,None,298.22,0,0,75,Clouds,broken clouds,20,2,2946,5/30/2016 20:00
23810,None,296.62,0,0,75,Clouds,broken clouds,21,2,2650,5/30/2016 21:00
23811,None,295.8,0,0,75,Clouds,broken clouds,22,2,1969,5/30/2016 22:00
23812,None,295.16,0,0,75,Rain,light rain,23,2,1126,5/30/2016 23:00
23813,None,294.75,0,0,75,Rain,heavy intensity rain,0,3,689,5/31/2016 0:00
23814,None,294.04,0,0,75,Clouds,broken clouds,1,3,468,5/31/2016 1:00
23815,None,293.62,0,0,75,Thunderstorm,proximity thunderstorm,2,3,357,5/31/2016 2:00
23816,None,292.85,0,0,75,Rain,heavy intensity rain,3,3,534,5/31/2016 3:00
23817,None,292.85,0,0,75,Haze,haze,3,3,534,5/31/2016 3:00
23818,None,292.19,0,0,75,Rain,light rain,4,3,1334,5/31/2016 4:00
23819,None,291.74,0,0,75,Rain,moderate rain,5,3,3188,5/31/2016 5:00
23820,None,291.12,0,0,75,Rain,light rain,6,3,6223,5/31/2016 6:00
23821,None,291.42,0,0,90,Clouds,overcast clouds,7,3,6790,5/31/2016 7:00
23822,None,291.46,0.4,0,90,Rain,moderate rain,8,3,5563,5/31/2016 8:00
23823,None,291.48,0,0,90,Drizzle,drizzle,10,3,4368,5/31/2016 10:00
23824,None,291.48,0,0,90,Rain,light rain,10,3,4368,5/31/2016 10:00
23825,None,291.52,0,0,90,Drizzle,drizzle,10,3,4368,5/31/2016 10:00
23826,None,291.52,0,0,90,Rain,light rain,10,3,4368,5/31/2016 10:00
23827,None,292.62,0,0,90,Rain,light rain,11,3,4698,5/31/2016 11:00
23828,None,293.41,0,0,90,Rain,light rain,12,3,4897,5/31/2016 12:00
23829,None,294.05,0,0,90,Rain,light rain,14,3,5383,5/31/2016 14:00
23830,None,293.92,0,0,90,Rain,light rain,14,3,5383,5/31/2016 14:00
23831,None,294.21,0.51,0,75,Rain,light rain,15,3,5869,5/31/2016 15:00
23832,None,294.4,0,0,75,Rain,moderate rain,16,3,6396,5/31/2016 16:00
23833,None,294.4,0,0,75,Drizzle,light intensity drizzle,16,3,6396,5/31/2016 16:00
23834,None,294.94,0,0,40,Clouds,scattered clouds,18,3,4418,5/31/2016 18:00
23835,None,294.98,0,0,75,Clouds,broken clouds,18,3,4418,5/31/2016 18:00
23836,None,295.06,0,0,75,Clouds,broken clouds,19,3,3192,5/31/2016 19:00
23837,None,294.51,0,0,75,Clouds,broken clouds,20,3,2788,5/31/2016 20:00
23838,None,292.22,0,0,75,Clouds,broken clouds,21,3,2526,5/31/2016 21:00
23839,None,290.6,0,0,20,Clouds,few clouds,22,3,1814,5/31/2016 22:00
23840,None,289.9,0,0,1,Clear,sky is clear,23,3,1163,5/31/2016 23:00
23841,None,289.5,0,0,20,Clouds,few clouds,0,4,628,6/1/2016 0:00
23842,None,289.48,0,0,20,Clouds,few clouds,1,4,441,6/1/2016 1:00
23843,None,289.42,0,0,20,Clouds,few clouds,2,4,321,6/1/2016 2:00
23844,None,289.01,0,0,1,Clear,sky is clear,3,4,337,6/1/2016 3:00
23845,None,288.47,0,0,1,Clear,sky is clear,4,4,917,6/1/2016 4:00
23846,None,287.49,0,0,20,Clouds,few clouds,5,4,3160,6/1/2016 5:00
23847,None,287.13,0,0,20,Clouds,few clouds,6,4,6157,6/1/2016 6:00
23848,None,287.8,0,0,20,Clouds,few clouds,7,4,6442,6/1/2016 7:00
23849,None,288.54,0,0,40,Clouds,scattered clouds,8,4,6264,6/1/2016 8:00
23850,None,289.06,0,0,90,Clouds,overcast clouds,10,4,4831,6/1/2016 10:00
23851,None,289.06,0,0,90,Clouds,overcast clouds,10,4,4831,6/1/2016 10:00
23852,None,289.67,0,0,90,Rain,light rain,11,4,5082,6/1/2016 11:00
23853,None,289.63,0,0,90,Clouds,overcast clouds,12,4,5094,6/1/2016 12:00
23854,None,290.11,0,0,90,Clouds,overcast clouds,14,4,5297,6/1/2016 14:00
23855,None,290.06,0,0,90,Clouds,overcast clouds,14,4,5297,6/1/2016 14:00
23856,None,290.71,0,0,90,Clouds,overcast clouds,15,4,5649,6/1/2016 15:00
23857,None,290.68,0,0,75,Clouds,broken clouds,16,4,6572,6/1/2016 16:00
23858,None,290.89,0,0,90,Clouds,overcast clouds,18,4,4689,6/1/2016 18:00
23859,None,290.57,0,0,90,Clouds,overcast clouds,18,4,4689,6/1/2016 18:00
23860,None,290.51,0,0,90,Clouds,overcast clouds,19,4,3538,6/1/2016 19:00
23861,None,290.05,0,0,75,Clouds,broken clouds,20,4,3083,6/1/2016 20:00
23862,None,288.77,0,0,40,Clouds,scattered clouds,21,4,2799,6/1/2016 21:00
23863,None,288.38,0,0,75,Clouds,broken clouds,22,4,1922,6/1/2016 22:00
23864,None,288.28,0,0,75,Clouds,broken clouds,23,4,1169,6/1/2016 23:00
23865,None,288.15,0,0,75,Clouds,broken clouds,0,5,664,6/2/2016 0:00
23866,None,287.72,0,0,75,Clouds,broken clouds,1,5,393,6/2/2016 1:00
23867,None,287.36,0,0,90,Clouds,overcast clouds,2,5,291,6/2/2016 2:00
23868,None,287.17,0,0,90,Clouds,overcast clouds,3,5,353,6/2/2016 3:00
23869,None,286.69,0,0,75,Clouds,broken clouds,4,5,930,6/2/2016 4:00
23870,None,286.05,0,0,75,Clouds,broken clouds,5,5,3008,6/2/2016 5:00
23871,None,285.71,0,0,75,Clouds,broken clouds,6,5,5485,6/2/2016 6:00
23872,None,286.46,0,0,75,Clouds,broken clouds,7,5,6476,6/2/2016 7:00
23873,None,287.2,0,0,40,Clouds,scattered clouds,8,5,5613,6/2/2016 8:00
23874,None,289.13,0,0,75,Clouds,broken clouds,10,5,4625,6/2/2016 10:00
23875,None,289.14,0,0,75,Clouds,broken clouds,10,5,4625,6/2/2016 10:00
23876,None,290.08,0,0,75,Clouds,broken clouds,11,5,4750,6/2/2016 11:00
23877,None,291.12,0,0,40,Clouds,scattered clouds,12,5,5047,6/2/2016 12:00
23878,None,292.73,0,0,40,Clouds,scattered clouds,14,5,5269,6/2/2016 14:00
23879,None,293.25,0,0,75,Haze,haze,14,5,5269,6/2/2016 14:00
23880,None,294.42,0,0,40,Clouds,scattered clouds,15,5,5772,6/2/2016 15:00
23881,None,294.71,0,0,20,Clouds,few clouds,16,5,6339,6/2/2016 16:00
23882,None,295.46,0,0,1,Clear,sky is clear,18,5,4795,6/2/2016 18:00
23883,None,295.28,0,0,1,Clear,sky is clear,18,5,4795,6/2/2016 18:00
23884,None,295.07,0,0,1,Clear,sky is clear,19,5,3666,6/2/2016 19:00
23885,None,294.36,0,0,1,Clear,sky is clear,20,5,3184,6/2/2016 20:00
23886,None,291.67,0,0,20,Clouds,few clouds,21,5,3183,6/2/2016 21:00
23887,None,288.57,0,0,1,Clear,sky is clear,22,5,3268,6/2/2016 22:00
23888,None,287.63,0,0,1,Clear,sky is clear,23,5,2061,6/2/2016 23:00
23889,None,287.62,0,0,1,Clear,sky is clear,0,6,993,6/3/2016 0:00
23890,None,288.01,0,0,20,Clouds,few clouds,1,6,596,6/3/2016 1:00
23891,None,288.34,0,0,75,Clouds,broken clouds,2,6,504,6/3/2016 2:00
23892,None,288.48,0,0,75,Clouds,broken clouds,3,6,571,6/3/2016 3:00
23893,None,288.67,0,0,40,Clouds,scattered clouds,4,6,933,6/3/2016 4:00
23894,None,288.55,0,0,75,Clouds,broken clouds,5,6,3016,6/3/2016 5:00
23895,None,288.61,0,0,75,Clouds,broken clouds,6,6,5444,6/3/2016 6:00
23896,None,289.26,0,0,75,Rain,moderate rain,7,6,6459,6/3/2016 7:00
23897,None,290.74,0,0,75,Clouds,broken clouds,8,6,5471,6/3/2016 8:00
23898,None,292.16,0,0,75,Clouds,broken clouds,9,6,5126,6/3/2016 9:00
23899,None,292.64,0,0,90,Rain,light intensity shower rain,10,6,4695,6/3/2016 10:00
23900,None,292.34,1.02,0,90,Rain,light intensity shower rain,11,6,4991,6/3/2016 11:00
23901,None,292.07,0.25,0,90,Rain,light intensity shower rain,12,6,5254,6/3/2016 12:00
23902,None,292.07,0.25,0,90,Drizzle,light intensity drizzle,12,6,5254,6/3/2016 12:00
23903,None,291.7,0.76,0,90,Rain,moderate rain,13,6,5185,6/3/2016 13:00
23904,None,291.7,0.76,0,90,Drizzle,light intensity drizzle,13,6,5185,6/3/2016 13:00
23905,None,291.69,2.68,0,90,Rain,moderate rain,14,6,5364,6/3/2016 14:00
23906,None,291.44,0.51,0,90,Rain,moderate rain,15,6,5723,6/3/2016 15:00
23907,None,291.44,0.51,0,90,Drizzle,light intensity drizzle,15,6,5723,6/3/2016 15:00
23908,None,291.16,1.41,0,90,Rain,moderate rain,16,6,5933,6/3/2016 16:00
23909,None,291.16,1.41,0,90,Mist,mist,16,6,5933,6/3/2016 16:00
23910,None,291.16,1.41,0,90,Drizzle,light intensity drizzle,16,6,5933,6/3/2016 16:00
23911,None,291.36,0,0,90,Rain,proximity shower rain,17,6,5924,6/3/2016 17:00
23912,None,291.36,0,0,90,Thunderstorm,proximity thunderstorm,17,6,5924,6/3/2016 17:00
23913,None,291.5,0,0,90,Rain,proximity shower rain,18,6,4946,6/3/2016 18:00
23914,None,291.5,0,0,90,Drizzle,light intensity drizzle,18,6,4946,6/3/2016 18:00
23915,None,291.62,0,0,75,Rain,light rain,19,6,3800,6/3/2016 19:00
23916,None,291.74,0,0,75,Clouds,broken clouds,20,6,3023,6/3/2016 20:00
23917,None,290.68,0,0,75,Rain,light rain,21,6,3260,6/3/2016 21:00
23918,None,290.32,0.7,0,40,Rain,light rain,22,6,2685,6/3/2016 22:00
23919,None,289.77,0,0,1,Rain,light rain,23,6,1999,6/3/2016 23:00
23920,None,289.77,0,0,1,Drizzle,light intensity drizzle,23,6,1999,6/3/2016 23:00
23921,None,289.47,0,0,90,Drizzle,light intensity drizzle,0,7,1259,6/4/2016 0:00
23922,None,289.56,0,0,90,Rain,light rain,1,7,797,6/4/2016 1:00
23923,None,289.56,0,0,90,Drizzle,drizzle,1,7,797,6/4/2016 1:00
23924,None,289.21,0,0,90,Rain,moderate rain,2,7,789,6/4/2016 2:00
23925,None,288.85,0.51,0,90,Rain,light rain,3,7,477,6/4/2016 3:00
23926,None,288.85,0.51,0,90,Mist,mist,3,7,477,6/4/2016 3:00
23927,None,288.26,0,0,90,Mist,mist,4,7,483,6/4/2016 4:00
23928,None,287.83,0,0,75,Mist,mist,5,7,936,6/4/2016 5:00
23929,None,287.65,0,0,40,Rain,moderate rain,6,7,1625,6/4/2016 6:00
23930,None,287.65,0,0,40,Mist,mist,6,7,1625,6/4/2016 6:00
23931,None,288.26,0,0,75,Mist,mist,7,7,2415,6/4/2016 7:00
23932,None,289.17,0,0,75,Clouds,broken clouds,8,7,3320,6/4/2016 8:00
23933,None,290.82,0,0,40,Rain,light rain,9,7,3957,6/4/2016 9:00
23934,None,292.11,0,0,40,Rain,light rain,10,7,4284,6/4/2016 10:00
23935,None,292.76,0,0,90,Rain,light rain,11,7,4669,6/4/2016 11:00
23936,None,292.54,0,0,90,Rain,light rain,12,7,4732,6/4/2016 12:00
23937,None,292.54,0,0,90,Drizzle,light intensity drizzle,12,7,4732,6/4/2016 12:00
23938,None,292.54,0,0,90,Thunderstorm,proximity thunderstorm,12,7,4732,6/4/2016 12:00
23939,None,292.57,2.79,0,40,Rain,moderate rain,13,7,4968,6/4/2016 13:00
23940,None,292.57,2.79,0,40,Haze,haze,13,7,4968,6/4/2016 13:00
23941,None,293.21,0,0,90,Rain,light rain,14,7,5104,6/4/2016 14:00
23942,None,293.88,0,0,75,Thunderstorm,proximity thunderstorm,15,7,4875,6/4/2016 15:00
23943,None,292.68,0,0,75,Rain,moderate rain,16,7,4805,6/4/2016 16:00
23944,None,292.4,1.52,0,75,Rain,proximity shower rain,17,7,4609,6/4/2016 17:00
23945,None,291.44,0,0,90,Rain,heavy intensity rain,18,7,4333,6/4/2016 18:00
23946,None,291.44,0,0,90,Mist,mist,18,7,4333,6/4/2016 18:00
23947,None,290.91,0,0,90,Rain,moderate rain,19,7,3619,6/4/2016 19:00
23948,None,290.91,0,0,90,Drizzle,drizzle,19,7,3619,6/4/2016 19:00
23949,None,290.1,0,0,75,Rain,moderate rain,20,7,3491,6/4/2016 20:00
23950,None,289.55,0,0,90,Clouds,overcast clouds,21,7,3299,6/4/2016 21:00
23951,None,288.81,0,0,90,Rain,light rain,22,7,2944,6/4/2016 22:00
23952,None,288.04,0,0,75,Clouds,broken clouds,23,7,2418,6/4/2016 23:00
23953,None,287.28,0,0,40,Clouds,scattered clouds,0,1,1648,6/5/2016 0:00
23954,None,286.59,0,0,1,Clear,sky is clear,1,1,913,6/5/2016 1:00
23955,None,286.2,0,0,1,Clear,sky is clear,2,1,704,6/5/2016 2:00
23956,None,285.7,0.9,0,20,Rain,light rain,3,1,369,6/5/2016 3:00
23957,None,285.59,0,0,20,Clouds,few clouds,4,1,364,6/5/2016 4:00
23958,None,285.6,0,0,1,Clear,sky is clear,5,1,555,6/5/2016 5:00
23959,None,285.69,0,0,1,Clear,sky is clear,6,1,1003,6/5/2016 6:00
23960,None,287.47,0,0,1,Clear,sky is clear,7,1,1372,6/5/2016 7:00
23961,None,289.62,0,0,1,Clear,sky is clear,8,1,2211,6/5/2016 8:00
23962,None,291.75,0,0,20,Clouds,few clouds,9,1,3126,6/5/2016 9:00
23963,None,293.7,0,0,40,Clouds,scattered clouds,10,1,3833,6/5/2016 10:00
23964,None,295.87,0,0,20,Clouds,few clouds,11,1,4397,6/5/2016 11:00
23965,None,297.5,0,0,40,Clouds,scattered clouds,12,1,4798,6/5/2016 12:00
23966,None,298.71,0,0,20,Clouds,few clouds,13,1,4656,6/5/2016 13:00
23967,None,299.63,0,0,40,Clouds,scattered clouds,14,1,4753,6/5/2016 14:00
23968,None,299.94,0,0,40,Clouds,scattered clouds,15,1,4582,6/5/2016 15:00
23969,None,299.73,0,0,40,Clouds,scattered clouds,16,1,4607,6/5/2016 16:00
23970,None,299.84,0,0,40,Clouds,scattered clouds,17,1,4549,6/5/2016 17:00
23971,None,299.07,0,0,20,Clouds,few clouds,18,1,4375,6/5/2016 18:00
23972,None,298.44,0,0,20,Clouds,few clouds,19,1,3634,6/5/2016 19:00
23973,None,296.94,0,0,20,Clouds,few clouds,20,1,2890,6/5/2016 20:00
23974,None,294.14,0,0,20,Clouds,few clouds,21,1,2796,6/5/2016 21:00
23975,None,292.26,0,0,20,Rain,light rain,22,1,2081,6/5/2016 22:00
23976,None,290.8,0,0,20,Clouds,few clouds,23,1,1256,6/5/2016 23:00
23977,None,289.26,0,0,1,Rain,light rain,0,2,650,6/6/2016 0:00
23978,None,288.23,0,0,1,Clear,sky is clear,1,2,435,6/6/2016 1:00
23979,None,287.97,0,0,1,Clear,sky is clear,2,2,320,6/6/2016 2:00
23980,None,288.24,0,0,20,Clouds,few clouds,3,2,343,6/6/2016 3:00
23981,None,288.31,0,0,75,Clouds,broken clouds,4,2,906,6/6/2016 4:00
23982,None,288.55,0,0,40,Rain,light rain,5,2,2994,6/6/2016 5:00
23983,None,287.32,0.25,0,90,Rain,light rain,6,2,5188,6/6/2016 6:00
23984,None,287.32,0.25,0,90,Drizzle,light intensity drizzle,6,2,5188,6/6/2016 6:00
23985,None,286.67,0,0,40,Rain,light rain,7,2,6592,6/6/2016 7:00
23986,None,287.51,0,0,20,Clouds,few clouds,8,2,5564,6/6/2016 8:00
23987,None,289.64,0,0,20,Clouds,few clouds,9,2,4879,6/6/2016 9:00
23988,None,290.89,0,0,20,Clouds,few clouds,10,2,4642,6/6/2016 10:00
23989,None,291.06,0,0,75,Clouds,broken clouds,11,2,4618,6/6/2016 11:00
23990,None,291.13,0,0,90,Clouds,overcast clouds,12,2,4872,6/6/2016 12:00
23991,None,291.41,0,0,75,Rain,proximity shower rain,13,2,4809,6/6/2016 13:00
23992,None,292.32,0,0,75,Rain,proximity shower rain,14,2,5058,6/6/2016 14:00
23993,None,292.16,0,0,90,Rain,proximity shower rain,15,2,5519,6/6/2016 15:00
23994,None,293.15,0,0,75,Rain,heavy intensity rain,16,2,6473,6/6/2016 16:00
23995,None,292.83,0,0,75,Rain,heavy intensity rain,17,2,5975,6/6/2016 17:00
23996,None,292.77,0,0,40,Clouds,scattered clouds,18,2,4435,6/6/2016 18:00
23997,None,293,0,0,40,Clouds,scattered clouds,19,2,3377,6/6/2016 19:00
23998,None,291.98,0,0,40,Rain,light rain,20,2,2784,6/6/2016 20:00
23999,None,290.47,0,0,20,Clouds,few clouds,21,2,2654,6/6/2016 21:00
24000,None,289.23,0,0,20,Clouds,few clouds,22,2,1771,6/6/2016 22:00
24001,None,287.96,0,0,20,Clouds,few clouds,23,2,1095,6/6/2016 23:00
24002,None,286.86,0,0,1,Clear,sky is clear,0,3,636,6/7/2016 0:00
24003,None,285.86,0,0,1,Clear,sky is clear,1,3,388,6/7/2016 1:00
24004,None,285.05,0,0,1,Clear,sky is clear,2,3,297,6/7/2016 2:00
24005,None,284.18,0,0,1,Clear,sky is clear,3,3,337,6/7/2016 3:00
24006,None,282.82,0,0,1,Clear,sky is clear,4,3,896,6/7/2016 4:00
24007,None,282.22,0,0,20,Clouds,few clouds,5,3,3108,6/7/2016 5:00
24008,None,282.09,0,0,20,Clouds,few clouds,6,3,5694,6/7/2016 6:00
24009,None,284.18,0,0,1,Clear,sky is clear,7,3,6435,6/7/2016 7:00
24010,None,286,0,0,1,Clear,sky is clear,8,3,5711,6/7/2016 8:00
24011,None,288.03,0,0,1,Clear,sky is clear,9,3,5416,6/7/2016 9:00
24012,None,289.12,0,0,20,Clouds,few clouds,10,3,4603,6/7/2016 10:00
24013,None,290.3,0,0,20,Clouds,few clouds,11,3,4534,6/7/2016 11:00
24014,None,291.27,0,0,20,Clouds,few clouds,12,3,4808,6/7/2016 12:00
24015,None,292.17,0,0,20,Clouds,few clouds,13,3,5074,6/7/2016 13:00
24016,None,293.08,0,0,40,Clouds,scattered clouds,14,3,5422,6/7/2016 14:00
24017,None,293.79,0,0,20,Clouds,few clouds,15,3,5728,6/7/2016 15:00
24018,None,294.2,0,0,20,Clouds,few clouds,16,3,6295,6/7/2016 16:00
24019,None,294.54,0,0,40,Clouds,scattered clouds,17,3,6367,6/7/2016 17:00
